"","X1","text"
"234",1745,"pantalon bonito llego rapido considerar talla menos grande quedo grande parece u si recomiendo producto"
"235",1747,"amo pantalones termine comprando colores general cintura caderas compre quedaba finalmente cambie formaban unas bolsas pese ser estilo mom gusto ma excelente compra precio buena calidad tela u si recomiendo producto"
"236",1748,"color azul igual foto normalmente pedi quedo super suelto cintura recomiendo pedir talla menos quizas u si recomiendo producto"
"237",1749,"comprar tallas menos pedi queda grande tan elastico recomiendo pedir"
"238",1750,"compre dos colores azul negro talla quedo super grande cintura debi haber pedido ajustado piernas ser mom raro tan ancho cintura asi piernas tendre esperar poder cambiarlo"
"239",1754,"color azul tal foto pedi talla quedan perfectos estrechos ser mom gusta asi quizas si quisieran quedara ma sueltos deben comprar talla ma tiro alto elasticados buena tela volveria comprar colores u si recomiendo producto"
"240",1759,"lindo jeans mezclilla elasticado suelo usar compre talla quedaron perfectos ma cortos abajo tiro alto ma ajustado cuerpo esperaba jeans ma suelto mom bueno momstreach megan u si recomiendo producto"
"241",1761,"marca pedi cm cintura caderas quedo bien ojo quedo cualquier jeans skinny etilo mom queria tela elasticada realmente tiro alto u si recomiendo producto"
"242",1772,"lindo comodo pedi negro normalmente talla pedi talla quedaron perfectos unico detalle elasticados quedan cintura largo bien vi comentarios decian compre talla ma talla menos depende tipo cuerpo medidas recomiendo vengan tabla medidas u si recomiendo producto"
"243",1779,"bajar talla menos regularmente tela suave elastica amo mejores mom jeans encontrado encanta tiro alto bolsillos traseros grandes have lindo atras probare demas colores u si recomiendo producto"
"244",1788,"compre negros tela gruesa comodos compre talla queda bien ahora compre azul espera llege u si recomiendo producto"
"245",1789,"pedi color blanco talla segura talla marca contextura ma bien normalgruesa talla quedo bastante holgada comoda general elasticados tipicos mom tiesos u si recomiendo producto"
"246",1790,"recomiendo comprar misma talla si quieren quede mom si quieren quede justo talla menos lindos u si recomiendo producto"
"247",1803,"gusto modelo tela gruesa medium estacion generalmente uso talla marca quedo grande creo modelo ma grandes normal recomiendo u si recomiendo producto"
"248",1805,"comprado tres colores enamore calce modelo jeans tiro alto modelan bien cintura piernas tan pitillo comodos tela semi gruesa ende marca trasluce recomendados talla compre talla ma anchos luego usos si lava vuelven tamano original u si recomiendo producto"
"249",2027,"comodos lindos suela maximo ideales trotar saltar u si recomiendo producto publicada originalmente adidascom"
"250",2337,"u si recomiendo producto"
"251",2346,"u si recomiendo producto"
"252",2374,NA
"253",2387,"u si recomiendo producto"
"254",2395,"excelente u si recomiendo producto"
"255",2418,NA
"256",2530,"u si recomiendo producto"
"257",2608,"u si recomiendo producto"
"258",2609,"u si recomiendo producto"
"259",2619,"u si recomiendo producto"
"260",2647,"u si recomiendo producto"
"261",2730,"u si recomiendo producto"
"262",2934,"u si recomiendo producto"
"263",3137,"u si recomiendo producto"
"264",3239,"u si recomiendo producto"
"265",3309,"u si recomiendo producto"
"266",3326,"buen producto recomiendo u si recomiendo producto"
"267",3330,"u si recomiendo producto"
"268",3336,"excelente u si recomiendo producto"
"269",3450,"u si recomiendo producto"
"270",3461,NA
"271",3480,NA
"272",3491,"u si recomiendo producto"
"273",3678,NA
"274",3713,"excelente producto feliz compra u si recomiendo producto"
"275",4263,"u si recomiendo producto"
"276",4265,"u si recomiendo producto"
"277",4279,"u si recomiendo producto"
"278",4290,"u si recomiendo producto"
"279",4443,"si cumplio expectativas u si recomiendo producto publicada originalmente sodimaccl"
"280",4625,NA
"281",4628,NA
"282",4653,"u si recomiendo producto"
"283",4768,"compre hace meses buen producto cumple funcion tamano parecido microhondas comun hecho asados problemas unico detalle minutos cumplir tiempo uso seleccionado apaga debe dar poquito ma reloj okay"
"284",4775,"compre x comentarios desia buen producto siete meses compra fallo encienden quemadores superiores dise q inoxidable sii oxida mala compra"
"285",4776,"compre aun funciona nuevo totalmente recomendado"
"286",4784,"alcanza rapidamente temperatura necesaria encanta u si recomiendo producto"
"287",4785,"tres meses producto impecable funcionamiento"
"288",4792,"buen horno ideal preparaciones diarias u si recomiendo producto"
"289",4799,"momento excelente hermoso dos hornos wurdenpedimos"
"290",4803,"satisfecha horno comodo grande liviano cumple funcion perfeccion cocino pescados caro pan bizcochos forma ovalada fonos permite facilmente cocinar moldes redondos fallado ademas facil limpiar diseno elegante u si recomiendo producto"
"291",4806,"excelente calidad problemas u si recomiendo producto"
"292",4809,"buen producto gusto bastante"
"293",4810,"cocino pequena actualmente acomodo primera casa pareja horno funcionado excelente hago pan todas semanas queda excelente caro quedan punto si sigues instrucciones temperaturas tiempos recomendados brownie tortas quedado perfectamente horneados humedos lado hacer horneadas pan mes caro pescado par cosillas dulces consumo energia electrica aumento solo mil peso mama tambien horno anos funcionado perfecto creo comentarios negativos leer instrucciones consiguiente uso apropiado producto debe tener espacio respirar vez dejarlo conectado corriente apagas ventilador haga trabajo u si recomiendo producto"
"294",4815,"buenisimo logra mantiene buena temperatura facil usar usa espacio capacidad q precalienta rapido todas funciones basicas necesarias uso domestico todas preparaciones quedan perfectas pan queques bizcochos caro etc totalmente recomendable u si recomiendo producto"
"295",4817,"funcionado increible compre cyberday recomiendo totalmente"
"296",4824,"horno padre funcionaba super bien meses fallaron resistencia superiores cambio somela anos funciona impecable usandolo casi dias"
"297",4827,"bueno horno momento funciona impecable recomendable u si recomiendo producto"
"298",4828,"horno espacioso cuenta fondo ovalado hornos traen permite insertar moldes queque torta pizza"
"299",4836,"buen producto varias piezas pequenas venian abolladas incluso pintura"
"300",4850,"excelente compra horno espacioso"
"301",4869,"madre quedo feliz regalo funciona corresponde espacioso feliz compra"
"302",4874,"tamano adecuado espacios ma reducido bueno fondo caben mejor moldes u si recomiendo producto"
"303",4876,"principio bien luego corto tiempo barras superiores prenden"
"304",4879,"varias bandejas ma limpieza facil mantener limpio buenas perillas regular temperatura encanto u si recomiendo producto"
"305",4882,"buen horno calienta rapido parejo recomiendo u si recomiendo producto"
"306",4884,"u si recomiendo producto"
"307",4889,"horno electrico perfecto rapido coccion comidas enamore horno u si recomiendo producto"
"308",4890,"buen producto momento cumple expectativas pan pasteles realizado ademas consume gran cantidad energia recomiendo u si recomiendo producto"
"309",4896,"cumple efectivamente funcion compre uso casero bueno u si recomiendo producto"
"310",4903,"gusto bastante facil usar limpiar rapido eficiente u si recomiendo producto"
"311",4905,"facil utilizar buen producto regalo aniversario cumplio todas expectativas u si recomiendo producto"
"312",4907,"horno util conformes buen tamano regulacion horneado madre acostumbrada horno electricoexcelente u si recomiendo producto"
"313",4911,"u si recomiendo producto"
"314",4912,"liviano facil manipular buenas opciones cocinar distintas temperaturas modos coccion"
"315",4916,"u si recomiendo producto"
"316",4917,"u si recomiendo producto"
"317",4918,"compre hace meses resultado fantastico practico lindo hornea rapido asi usar horno grande tiempo mucha capacidad super recomendable u si recomiendo producto"
"318",4919,"espacioso calienta rapido excelente producto u si recomiendo producto"
"319",4925,"u si recomiendo producto"
"320",4927,"f<e1>cil manipular transportar buen volumen buenos eccesorios u si recomiendo producto"
"321",4931,"u si recomiendo producto"
"322",4940,"esperaba facil usar limpiar u si recomiendo producto"
"323",4942,"ideal practico u si recomiendo producto"
"324",4943,"producto cumple expectativas precio bajo cero problemas ahora"
"325",4944,NA
"326",4945,"facil uasr cumple queria u si recomiendo producto"
"327",4949,"pueden utilizar dos bandejas rejilla junta q permite ahorro energia u si recomiendo producto"
"328",4954,"buen producto cocina super bien amplio mismo cantidad producto cabe bastante familia amplia u si recomiendo producto"
"329",4955,"buen horno tener parte trasera curva permite cocinar queques casi uso horno cocina permite preparar feliz compra u si recomiendo producto"
"330",4957,"excelente horno cocinar calentar bueno feliz compra u si recomiendo producto"
"331",4959,"esperaba considerando relacion precio calidad facil operar u si recomiendo producto"
"332",4961,"fantastico mejor horneae cosas deliciosas manera facil rapida"
"333",4965,"facil usar color diseno bonito tambien economico momento usar"
"334",4966,"excelente compre oferta cyberday verdad maravilloso facil usar facil limpiar"
"335",4968,"buen producto excelente servicio post venta"
"336",4973,"buen producto mejor compre manana inernet retiro tienda pude ir buscar mismo dia tarde"
"337",4983,"encanto horno ademas grande super rapido recomendable"
"338",4984,"excelente producto recomendando ampliamentefunciona"
"339",4985,"excelente producto pan amasado queda maravilloso"
"340",4989,"excelente producto gran capacidad multiple funciones"
"341",4996,"excelente producto supero expectativas recomiendo cien ciento"
"342",5000,"encanto capacidad practico cuece bien"
"343",5006,"buen producto momento ningun problema"
"344",5011,"malo mes usarlo dimos cuenta timer quedaba pegado perilla giraba significo quemaran cosas creer time funcionaba logico lleve falabella repararan segun orden cambiaron timer ahora nuevamente ocurre mismo avanza queda pegado horrible paredes calientan exceso ojo ahi ahora tendre llevarlo garantia fabricante pppfff si pueden comprarse calidad haganlo ursus malo hornos demostraron contrario"
"345",5047,"duro solo meses funciona barra abajo mala opcion compra"
"346",5048,"principio maravilloso usabamos manera regular meses fallaron quemadores superiores"
"347",5059,"pesimo producto habia comprado modelo vez dejo calentar parte abajo perdi boleta asi compre mismo modelo ahora apenas pasado mes seis dias caliente parte superior inferior compren buena compra"
"348",5060,"compre hace meses ahora ningun problema funciona super bien encanta bandeja abajo pueda sacar limpiar mejor ma facil u si recomiendo producto"
"349",5068,"lindo elelgante demasiado gtande espacio fisico necesitaba u si recomiendo producto"
"350",5072,"horno compre hace casi ano meses empezo fallar parte superior compre comentarios muchas persona decian marca buena comprar horno falla decepciono"
"351",5078,"contento horno queda excelente rico muchas gracias"
"352",5086,"livianp bonito cumple super bien funcion calentamiento buen regalo mama u si recomiendo producto"
"353",5089,"fallaron barras superiores dos oportunidades"
"354",5090,"excelente grande maravilloso"
"355",5092,"exelente producto super comodo facil usar limpiar"
"356",5093,"horno fallo primer ano uso quemadores superiores leido comentarios relacion verdad desarme horno descubri primer conector sulfatado desconectado cable corto tira conector limpie alicates aprete nuevamente quedo nuevo u si recomiendo producto"
"357",5096,"funcionaba bien pasado mes medio prende parte superior decepcion tenia buena impresion marca"
"358",5101,"llego despues mes casi meses llamando dias falabella nadie sabia dar respuesta clara insistir llego menos llego buen problemas lamentablemente pus suerte u si recomiendo producto"
"359",5102,"llego programado funcionado bien u si recomiendo producto"
"360",5103,"producto buen tamano cumple funcion poder asar quiere usar horno grande sirvio hacer postres creme brule general buen producto unico malo compre precio normal veces baja bastante precio u si recomiendo producto"
"361",5112,"excelente producto usar dos bandejas vez hornea rapido util usarlo dia dia u si recomiendo producto"
"362",5115,"malo alcanzo durar meses servicio tecnico atencion pesima ma mes nuevamente echo perder"
"363",5125,"compre hace anos funciona exelente hace calentaba bien patita termo estato q habia soltado primera perilla dentro solo q apretarla listo si alguien pasa u si recomiendo producto"
"364",5129,"buena capacidad cocer varias cosas vez ideal quincho u si recomiendo producto"
"365",5130,"principio funciono bien luego par meses dejaron encender resistencias superiores decepcion considerando precio producto"
"366",5133,"maravilloso producto recomendado"
"367",5137,"buen producto solo cable corto demas recomendable"
"368",5138,"hago queque biscochos horno electrico funciona esperaba u si recomiendo producto"
"369",5147,"amplio facil usar u si recomiendo producto"
"370",5148,"elegante liviano rapido completo funciones facil lavar si si deberias comprar u si recomiendo producto"
"371",5150,"buen horno calienta super rapido parejito mejor u si recomiendo producto"
"372",5153,"calidad buenisima coccion pareja regulador automatico temperatura consume demasiada energia mejor valor excelente tres bbb u si recomiendo producto"
"373",5154,"u si recomiendo producto"
"374",5158,"excelente compra buen tamano facil manejo rapido u si recomiendo producto"
"375",5169,"ma esperaba sistema curvo hace ma concentracion calor alimentos rapida coccion u si recomiendo producto"
"376",5172,"cumple expectativas u si recomiendo producto"
"377",5174,"buena calidad puedes hornear pan dulces carne pescados facil limpiar recomiendo u si recomiendo producto"
"378",5181,"u si recomiendo producto"
"379",5186,"u si recomiendo producto"
"380",5193,"horno facil utilizar buena potencia cocciones tipo realidad buena inversion comprarlo llevo ano generado ningun problema recomiendo"
"381",5195,"u si recomiendo producto"
"382",5199,"u si recomiendo producto"
"383",5200,"facil usar limpiar ocupa demasiado espacio ubicarlo u si recomiendo producto"
"384",5203,"liviano buen porte facil usar buena potencia u si recomiendo producto"
"385",5216,"facil usar buena calidad u si recomiendo producto"
"386",5217,"buen producto acuerdo valor u si recomiendo producto"
"387",5218,"cumple todas espectatvas u si recomiendo producto"
"388",5222,"horno cumple die proveedor u si recomiendo producto"
"389",5232,"buen producto excelente rendimiento perfecto buen tiempo entrega producto excelente servicio funciona dia hoy bien"
"390",5237,"excelente producto preparar masas"
"391",5239,"cocina implemento ideal uso espectacular"
"392",5242,"compramos novios tenemod salio bueno recomendamos"
"393",5244,"encanto compre hacer panecito sur vivo montanas companero ideal"
"394",5245,"excelente producto buen tamano consumo electrico facil limpiar"
"395",5246,"buen producto eficiente buena calidad recomiendo absolutamente compre regalo matrimonio quede reina"
"396",5247,"encanto horno totalmente agrado hago pollo caro rojas caliento pan funcionado bien meses comodo puedes instalar cualquier lugar ocupa espacio"
"397",5249,"buen producto hace meses funciona maravilla"
"398",5252,"gusto compre donacion bingo beneficio gano ahora aprovecha maximo"
"399",5258,"facil usar espacioso practico bonito"
"400",5260,"buen producto buena calidad recomendable"
"401",5263,"recomiendo todas maneras alcanza temperatura deseada rapidamente distintos niveles calor mejor facil limpiar"
"402",5268,"producto calidad espacioso liviano trasnporte buena calidad recomiendo"
"403",5269,"tres meses dejo funcionar lleve servicio tecnico arreglaron termostato similar funciona seguido decir prende apaga mucha frecuencia volvere comprar marca"
"404",5272,"maravilloso mejor enlozado facil limpiar encanto"
"405",5273,"encanto llevo dos meses horno ocupo dias caro verduras quedan punto bandejas sistema caigan mientras saca evita accidentes fondo curvo permite hacer pizza grandes redondas puede limpiar manera facil liviano espiedo funciona bkn simplemente ame recomiendo"
"406",5277,"super buen producto solo detalle timer mide tiempo suena suficientemente fuerte"
"407",5278,"buen producto hace ano funcionado super bien fondo ovalado bueno pones moldes fuentes ma grandes"
"408",5279,"ano quemaron barras resistencias funciona ma ademas servicio tecnico v region pesimo ut"
"409",5284,"buen producto amplio facil usar spiedo funciona bien ideal masas caro recomiendo"
"410",5286,"buenisima plancha verdad tira harto vapor"
"411",5287,"experiencia producto excelente puedo recomendar espacioso forma curva parte baja bandeja residuos ahorrativo consumo electricidad ocupado dos meses dulces caro ultimo siempre papel alusa cuidar manchar interior"
"412",5290,"mes haber comprado horno mientras cocinaba <U+00B0> vidrio puesta explota rompiendose mil pedazos decepcion"
"413",5291,"buen producto precio conveniente tienda"
"414",5293,"genial productorapidoseguro funcional conforme compra agradecida atencion"
"415",5294,"bueno calienta demasiado parte arriba u si recomiendo producto"
"416",5297,"buenisimo horno cocina perfeccion facil uso recomendado u si recomiendo producto"
"417",5300,"ahora bien aunque perilla tiempo parece bien sincronizada gran problema u si recomiendo producto"
"418",5302,"modelo ursus trotter asador tridente asar pollo u si recomiendo producto"
"419",5304,"buen producto momento funcionado ningufffdn problema cocinando maravilla u si recomiendo producto"
"420",5305,"llevo ma ufffd funciona bien recomiendo totalmente u si recomiendo producto"
"421",5405,NA
"422",5444,"creo falta potencia demora triturar super buena conveniente"
"423",5519,"buen producto u si recomiendo producto publicada originalmente sodimaccl"
"424",5559,"u si recomiendo producto"
"425",5570,"u si recomiendo producto"
"426",5574,"u si recomiendo producto"
"427",5584,"u si recomiendo producto"
"428",5591,"u si recomiendo producto"
"429",5702,"u si recomiendo producto"
"430",5703,"u si recomiendo producto"
"431",5705,"u si recomiendo producto"
"432",5708,"u si recomiendo producto"
"433",6184,"u si recomiendo producto"
"434",6188,"u si recomiendo producto"
"435",6196,"u si recomiendo producto"
"436",6237,"comodo u si recomiendo producto"
"437",6242,NA
"438",6268,"u si recomiendo producto"
"439",6269,"excelente cama comoda u si recomiendo producto"
"440",6271,"u si recomiendo producto"
"441",6287,"u si recomiendo producto"
"442",6297,"excelente producto u si recomiendo producto"
"443",6351,"buen producto cumplio todas expectativas"
"444",6785,"compre febrero ahora cero problema u si recomiendo producto"
"445",6809,"buen producto u si recomiendo producto"
"446",6830,"practico u si recomiendo producto"
"447",6964,"buen producto recomiendo u si recomiendo producto"
"448",6981,"buen producto recomiendo u si recomiendo producto"
"449",6995,"linda colchon duro recomiendo uso despierto dolor espalda logro tener sueno reparador arrepentida compra consultando si puedo devolver guarde plasticos cajas"
"450",7001,"pesima calidad compre hija pasado meses hundido"
"451",7009,"excelente super comodo alto encanto demoro alta demanda compre oferta maravilla"
"452",7015,"horrible pesimo duro meses sienten resortes incomodo dormir persona obesas"
"453",7016,"excelente cama colchon blando justo punto hace dos semanas encanto buscaba colchon plano hundiera dormir cumplio expectativas cama bonita base alta patas madera firmes sistema anclar base llego perfectas condiciones recomendada u si recomiendo producto"
"454",7031,"buena calidad patas firmes aunque respaldo ma fragil colchon maximo"
"455",7032,"cumplio expectativas da buen descanso u si recomiendo producto"
"456",7046,"producto bueno entrega pesima cumplen fechas"
"457",7047,"ma liviano ortopedic anterior faltarian persona explique ma producto u si recomiendo producto"
"458",7052,"comodo demoro llegar u si recomiendo producto"
"459",7055,"buen producto llego fecha correspondia"
"460",7059,"comodo dormimos marido bebe meses realmente necesitabamos mejor cic llega fecha corresponde despachos falabella cic envia directo bodega u si recomiendo producto"
"461",7060,"comodo permite descanso reparador u si recomiendo producto"
"462",7066,"taaan firme si comodo venia horas sueno jaja puedo levantar realmente comodo"
"463",7070,"buen colchon comodo persona problemas fisicos ayuda dormir relajados almohadas super comodas blandas"
"464",7084,"malisimo duro sienten resortes"
"465",7085,"cama bien producto demoro llegar meses llego veladores quebrado pienso esperar dos meses ma tener solucion"
"466",7104,"comodo dormir liviano mover asear cama etc u si recomiendo producto"
"467",7112,"comodo facil transportar gusto recomiendo u si recomiendo producto"
"468",7116,"excelente producto compre temor colchon ortopedico resistente blando primera capa u si recomiendo producto"
"469",7118,"compramos ase momento bien super comoda linda encanto u si recomiendo producto"
"470",7122,"comodo excelente producto encantado comodidad suave mantiene forma contento compra u si recomiendo producto"
"471",7137,"totalmente recomen dado colchon cumple todas cualidades necesita lograr sueno reponedor u si recomiendo producto"
"472",7149,"excelente buena calidad comodo especial descansar sufro dolor espaldas u si recomiendo producto"
"473",7156,"buena cama comoda suave u si recomiendo producto"
"474",7160,"liviano especial persona dolor espalda acomoda cuerpo bebe toallita humeda facil limpiar u si recomiendo producto"
"475",7161,"bastante comodo firme regalamos persona tercera edad ajusta bien persona u si recomiendo producto"
"476",7162,"comodo cumple espectativas u si recomiendo producto"
"477",7181,"colchon base firme llevo semana encanta u si recomiendo producto"
"478",7183,"precios a bajado todas tiendas falabella sigue igual iran bajar u si recomiendo producto"
"479",7188,"comoda rica cama feliz compra u si recomiendo producto"
"480",7191,"compre hace momento bien"
"481",7192,"delicia suave confortable proporciona buen descanso feliz"
"482",7195,"producto bastante comodo incluye armado dicen publicacion respaldo trozo madera veladores cumplen funcion cama comoda"
"483",7196,"comodo dolor espalda comenzo desaparecer primera noche notum diferencia"
"484",7197,"excelente colchon comodo rico duro hace perfecto espalda entrega tiempo acordado"
"485",7200,"hace tiempo uso linea ahora modernizo modelo genial comodo suave"
"486",7202,"super comodo firme recomiendo totalmente u si recomiendo producto"
"487",7204,"rango precio bueno comodo firme"
"488",7214,"colchon bastante comodo solo recomiendo comprarlo tienda tiempos envio falabella pueden superar mes atraso responden ningun medio momento reclamar"
"489",7219,"colchon firme buscando u si recomiendo producto"
"490",7224,"excelente producto conforme comodo"
"491",7229,"facil armar buenisimo colchon buenas terminaciones disfrutandola u si recomiendo producto"
"492",7230,"anos utilizado linea ortopedic gusta estabilidad soporte nivel cuerpo colchones hundes area mayor concentracion peso parte caderas hombros fabuloso pueda retirar funda lavarla u si recomiendo producto"
"493",7231,"comodo tal imagine u si recomiendo producto"
"494",7232,"comodo regalo usuaria quedo feliz hace tiempo sentia colchon diera tanta comodidad u si recomiendo producto"
"495",7233,"momento excelente u si recomiendo producto"
"496",7237,"llego indicado igual foto justo k necesitaba perfecta"
"497",7249,"buena cama colchon comodo firme base gusta siento q liviana loq nose cuan durable tiempo"
"498",7251,"blando duro medio sirve dolor musco esqueletico quede conforme u si recomiendo producto"
"499",7256,"suave duerme bien colchon gran cambio u si recomiendo producto"
"500",7258,"bastante facil armar base colchon firme comodo u si recomiendo producto"
"501",7259,"colchon comodo llego dia senalado falabella puntuales preocupados u si recomiendo producto"
"502",7263,"comodo cumple expectativas u si recomiendo producto"
"503",7268,"excelente cama comodo cumple totalmente funcion"
"504",7276,NA
"505",7279,"totalmente recomendable adios dolor espalda u si recomiendo producto"
"506",7297,"confortable recomiendo todas maneras u si recomiendo producto"
"507",7302,"facil subir base segundo piso decir colchon super blandito solo tener cuidado separe base u si recomiendo producto"
"508",7309,"excelente juego cama confort recomendado"
"509",7310,"padre encanto cama buena solofalta manual poder armar dificultad"
"510",7312,"si quiere dormir bien descansar recomiendo cama aseguro arrepentiran"
"511",7315,"excelente compra calidad manufactura producto tela suave adapta facilidad peso cuerpo proporciona buen descanso"
"512",7320,"excelente relacion preciocalidad totalmente recomendable"
"513",7322,"excelente cama comoda bastante amplia full recomendable"
"514",7324,"buen colchon suave tampoco duro termino medio perfecto"
"515",7325,"excelente cama comoda amplia facil armado recomendada"
"516",7330,"colchon meses uso sienten resortes blando recomiendo"
"517",7332,"colchon duro usado dia noches podido dormir bien ninguna duele espalda"
"518",7334,"llego cama venia pessimo jamas venia pernos colocar base unico bueno colchon bueno dieron nunca solucion ma meses esperando final pedi devolucion dinero"
"519",7336,"comodo comparacion colchon anterior supero expectativas"
"520",7341,"buena textura ductibilidad precisa u si recomiendo producto"
"521",7342,"totalmente comodo recomendable"
"522",7353,"excelente buena calidad definitivamente recomendable deben cuidar trazabilidad transportistas tratan productos deben refiero base llego dano espero mejoren gracias"
"523",7354,"unico detalle respaldo debes romper tapis base colocar anclaje colchon ensuenos"
"524",7355,"llego fecha acordada tal have foto colchon adapta cuerpo buena calidad general"
"525",7356,"colchon duro menos meses sienten resortes pesima compra"
"526",7357,"colchon pesimo meses uso salio resortes"
"527",7360,"llego fecha acordada buena cama"
"528",7363,"comoda ademas llegar dia programado excelente servicio u si recomiendo producto"
"529",7370,"acolchada espalda calza perfectamente incluso almohada recomiendo aquellos ultimamente cuarentena sentido incomodez espalda ortopedica firme centrada u si recomiendo producto"
"530",7376,"calidad patas have buena"
"531",7385,"facil armar viene accesorios facilitar instalacion u si recomiendo producto"
"532",7396,"suave comodo justo necesitaba u si recomiendo producto"
"533",7403,"buen producto super comodo despacho llego dia dijeron u si recomiendo producto"
"534",7406,"comodo lindo unico malo tiempo envio ma mes medio llego"
"535",7407,"regale padre solo comentarios positivos producto aparte comodidad facil transportar asi acabo comprar habitacion poder disfrutar igual est colchon u si recomiendo producto"
"536",7409,"realmente excelente producto si gustan camas ortopedicas u si recomiendo producto"
"537",7412,"colchon despues tiempo logre descansar genus confort buen descanso u si recomiendo producto"
"538",7413,"comodo cumple todas expectativas u si recomiendo producto"
"539",7420,"facil armar llego fecha indicada contratiempos letras chicas u si recomiendo producto"
"540",7423,"estupenda comoda firme duermen bien u si recomiendo producto"
"541",7426,"mejor compra comoda facil armado llego justo fecha estimada"
"542",7428,"reconemiendo q pareja discapacidad q ma acostado q pie colchon fenomenal u si recomiendo producto"
"543",7430,"producto acuerdo descripci<f3>n buenas condiciones"
"544",7432,"comodo posee buena altura u si recomiendo producto"
"545",7434,"buena cama recomendable"
"546",7437,"comoda compre oferta mejor decision encanta u si recomiendo producto"
"547",7442,"comodo alivio espalda u si recomiendo producto"
"548",7443,"comodo ajusta persona u si recomiendo producto"
"549",7444,"exelente calidad comodo feliz u si recomiendo producto"
"550",7451,"colchon permite buen dormir comodo adaptable u si recomiendo producto"
"551",7454,"buena cama bonita comoda lamentable incluya respaldo u si recomiendo producto"
"552",7457,"compre oferta excelente decision principio cuesta adaptarse colchon ortopedico acostumbras rapido u si recomiendo producto"
"553",7458,"encanto colchon super recomendable u si recomiendo producto"
"554",7460,"comodo calidad relacion precio u si recomiendo producto"
"555",7461,"comodo supero expectativas relacion precio calidad buenisima hecho calidad encuentro economico u si recomiendo producto"
"556",7465,"liviano comodo dormir acuesto quedo zeta exquisito colchon u si recomiendo producto"
"557",7466,"facil trasladar comodo resistente adapta bien cuerpo u si recomiendo producto"
"558",7476,"buenocomodo cumple expectativas u si recomiendo producto"
"559",7478,"comodo vez firme u si recomiendo producto"
"560",7482,"excelente producto buena calidad"
"561",7484,"excelente producto suave permite dormir comodo saludable reparador sueno encanto u si recomiendo producto"
"562",7486,"buena calidad comido llego fecha programada excelente servicio u si recomiendo producto"
"563",7492,"excelente calidad comodo dormir u si recomiendo producto"
"564",7501,"llevo meses cama base bien resistente hijo salta cama soltado quebrado colchon firme persona estan acostumbradas ortopedicpuede ser duro parte prefiero asi dura ma u si recomiendo producto"
"565",7504,"buen colchon anatomico deforma comodo u si recomiendo producto"
"566",7505,"comodo duradero mejores dormitorios mismo modelo colchon u si recomiendo producto"
"567",7509,"buena calidad producto superficie suave firme ser dura comodo descanso u si recomiendo producto"
"568",7510,"excelente producto primera compra cic segura producto buena calidad durabilidad despacho fecha estimada compra facil rapida u si recomiendo producto"
"569",7516,"ayer llego cama justo fecha indicada facil armado linda comoda u si recomiendo producto"
"570",7518,"comoda feliz compra recomiendo exelente u si recomiendo producto"
"571",7519,"pesimo producto horrible base cama mala calidad"
"572",7521,"facil armado comoda producto recomendado"
"573",7524,"colchon carton pesima calidad"
"574",7527,"relleno colchon tan malo sientes resortes incrustandose cuerpo permite descansar menos dormir bienincluso peso colchon das cuenta relleno trae compre mes comprar colchon marca"
"575",7528,"perfecto colchon llego promocion almohadas agradecimiento especial jovenes trajeron amables atentos pesar horario"
"576",7537,"maravilloso color gris claro demasiado elegante comodo ademas venias bien embalado cero falla"
"577",7541,"colchon super comodo recomiendo llego fecha estipulada"
"578",7543,"excelente colchon cumple todas expectativas ademas ideal embarazada"
"579",7544,"gusto malisimo deforma super rapido llevo par meses recomiendo"
"580",7545,"colchon base estan bien compre decia traeria dos ruedas dos patas momento llegar recibi cuatro patas metalicas respaldo bonito inestable queda apariencia quedara suelto"
"581",7551,"comodo transportable recomendable u si recomiendo producto"
"582",7554,"comodo gusto si quedo corto cama midan comprar ma okay llego dia corresponde asiq recomiendo"
"583",7559,"esperado producto have ligero respaldo celadores fragil colchon poca densidad recomiendo"
"584",7560,"bastante comodo costo barato ademas beneficio elite enviaron gratis u si recomiendo producto"
"585",7561,"conforme producto bueno quitaron ciertos malestares cuerpo pudo haber producto colchon anterior contaba mismas caracteristicas actual u si recomiendo producto"
"586",7570,"buen colchon recomendable"
"587",7576,"buen producto relacion precio firme ser duro otorga buen descanso supero expectativas iniciales recomiendo"
"588",7578,"llevaba dos dias usando cama suena demasiado base"
"589",7579,"regale abuela duerme forma comoda cuida familiares tambien hace buena compra u si recomiendo producto"
"590",7580,"cambiado noches descanso compra producto dormia mal ahora compre colchon cic duermo bien levanto ma animo pues descaso mejor u si recomiendo producto"
"591",7581,"encanto colchon principio encontre duro comodo despierto dolor espalda u si recomiendo producto"
"592",7582,"comodo colchon foto notum bien cierre sacar forro cubre colchon asi poder lavarlo"
"593",7584,"impresionante tenia tantas esperanzas precio definitivamente supera expectativas importante tener colchon buen descanso muchas veces quisieramos invertir ma realmente corazon recomiendo modelo vi gratamente sorprendida"
"594",7589,"producto buena calidad momento dificultad promete confortable sienten resortes densidad colchon buenisima calidad tela tambien deformaciones casi mes uso igual primer dia cic demoro cerca tres dias s traerlo garantia anos cic segun informado pioneta recomiendo buena inversion u si recomiendo producto"
"595",7594,"producto buena calidad cumple caracteristicas esperadas u si recomiendo producto"
"596",7595,"liviano comodo ahora duermo bien u si recomiendo producto"
"597",7601,"encantaria comprarmelo mama mucha falta hace u si recomiendo producto"
"598",7607,"comodo bueno espalda ser ma duro convencionales u si recomiendo producto"
