"","X1","X1_1","text","positivo","negativo"
"216",216,1666,"compre negros azules creo mom propiamente tal bonitos pedi quedaron super talla negros pega si pelusas pelos etc solo mirarlos azules tela jeans bonitos creo precio super u si recomiendo producto",1,0
"217",217,1668,"lindo escoge talla ma usas elasticados u si recomiendo producto",1,0
"218",218,1680,"realmente comodos tiro extra largo tela eslasticada gruesa menos negros sueltos pierna talla leyendo comentario pedi quedaron perfectos creo existian azul estan realmente recomendados",1,0
"219",219,1684,"siempre talla siempre siempre leu comentarios decian pedir talla menos asi pedi quedaron super pequenos queda foto sueltos demasiado comodos recomiendo totalmente",0,1
"220",220,1691,"normalmente compro talla quedo enorme asi recomiendo comprar talla menos mom jeans caen",0,1
"221",221,1693,"demasiado grande recomiendo talla menos material negro jeans ma bien grueso elastico recomiendo asi jeans claro queda bien material rico aunque tambien recomiendo talla menos",0,1
"222",222,1699,"pedi azul incluso ma lindo foto suuper elastica dos normalmente uso talla veces quise arriesgar pedi verdad quedaron super sueltos estilo mom jeans asi have raro quede tan suelto area abdomen bajo creo andado super ahora encargare negro u si recomiendo producto",1,0
"223",223,1702,"llego dia correspondia compre azul claro negro super comodos buen calce talla pedi quedaron perfectos u si recomiendo producto",1,0
"224",224,1708,"chicas jeans hermoso compren talla normal pedi primero azul talla habitual quedo perfecto mom jeans sueltecito pedi ahora negro comentarios queda ajustado ma jeans normalsi quieren mom recomiendo comprar talla habitual u si recomiendo producto",1,0
"225",225,1713,"quedan arriba ombligo tela elasticada super bien preciocalidad gustaron harto",1,0
"226",226,1714,"normalmente talla hice caso comentarios compre talla quedan super cintura suelto piernas comodos",1,0
"227",227,1717,"azul ma oscuro muestra foto sienta bien pedir tallas menos elasticado",1,0
"228",228,1720,"llego tiempo bonito comprarse talla menos u si recomiendo producto",1,0
"229",229,1722,"encanto pedi azul clarito pedi talla menos quedo bien u si recomiendo producto",1,0
"230",230,1731,"principio sentia suave elasticada va cediendo adicional pega pelusas pelo lave peor",0,1
"231",231,1741,"compre blanco negro usualmente talla literal caen recomiendo comprar tallas menos blanco pegan pelusas pelitos perrogato comparacion telas jeans comodos delgados gruesos recomiendo mil u si recomiendo producto",0,1
"232",232,1743,"encantoo elasticado pedi talla menos quedo comodo lindo incluso si pedido tallas menos entrado bien recomiendo precio uba buena compra u si recomiendo producto",1,0
"233",233,1744,"amigas hagan caso comentarios jeans ancho x q mom q pedir talla normal q qde mom si quieren ma apegado caso talla menos olgado qda bien u si recomiendo producto",0,1
"234",234,1745,"pantalon bonito llego rapido considerar talla menos grande quedo grande parece u si recomiendo producto",1,0
"235",235,1747,"amo pantalones termine comprando colores general cintura caderas compre quedaba finalmente cambie formaban unas bolsas pese ser estilo mom gusto ma excelente compra precio buena calidad tela u si recomiendo producto",1,0
"236",236,1748,"color azul igual foto normalmente pedi quedo super suelto cintura recomiendo pedir talla menos quizas u si recomiendo producto",0,1
"237",237,1749,"comprar tallas menos pedi queda grande tan elastico recomiendo pedir",0,1
"238",238,1750,"compre dos colores azul negro talla quedo super grande cintura debi haber pedido ajustado piernas ser mom raro tan ancho cintura asi piernas tendre esperar poder cambiarlo",0,1
"239",239,1754,"color azul tal foto pedi talla quedan perfectos estrechos ser mom gusta asi quizas si quisieran quedara ma sueltos deben comprar talla ma tiro alto elasticados buena tela volveria comprar colores u si recomiendo producto",1,0
"240",240,1759,"lindo jeans mezclilla elasticado suelo usar compre talla quedaron perfectos ma cortos abajo tiro alto ma ajustado cuerpo esperaba jeans ma suelto mom bueno momstreach megan u si recomiendo producto",1,0
"241",241,1761,"marca pedi cm cintura caderas quedo bien ojo quedo cualquier jeans skinny etilo mom queria tela elasticada realmente tiro alto u si recomiendo producto",1,0
"242",242,1772,"lindo comodo pedi negro normalmente talla pedi talla quedaron perfectos unico detalle elasticados quedan cintura largo bien vi comentarios decian compre talla ma talla menos depende tipo cuerpo medidas recomiendo vengan tabla medidas u si recomiendo producto",1,0
"243",243,1779,"bajar talla menos regularmente tela suave elastica amo mejores mom jeans encontrado encanta tiro alto bolsillos traseros grandes have lindo atras probare demas colores u si recomiendo producto",1,0
"244",244,1788,"compre negros tela gruesa comodos compre talla queda bien ahora compre azul espera llege u si recomiendo producto",1,0
"245",245,1789,"pedi color blanco talla segura talla marca contextura ma bien normalgruesa talla quedo bastante holgada comoda general elasticados tipicos mom tiesos u si recomiendo producto",1,0
"246",246,1790,"recomiendo comprar misma talla si quieren quede mom si quieren quede justo talla menos lindos u si recomiendo producto",1,0
"247",247,1803,"gusto modelo tela gruesa medium estacion generalmente uso talla marca quedo grande creo modelo ma grandes normal recomiendo u si recomiendo producto",1,0
"248",248,1805,"comprado tres colores enamore calce modelo jeans tiro alto modelan bien cintura piernas tan pitillo comodos tela semi gruesa ende marca trasluce recomendados talla compre talla ma anchos luego usos si lava vuelven tamano original u si recomiendo producto",1,0
"249",249,2027,"comodos lindos suela maximo ideales trotar saltar u si recomiendo producto publicada originalmente adidascom",1,0
"250",250,2337,"u si recomiendo producto",1,0
"251",251,2346,"u si recomiendo producto",1,0
"252",253,2387,"u si recomiendo producto",1,0
"253",254,2395,"excelente u si recomiendo producto",1,0
"254",256,2530,"u si recomiendo producto",1,0
"255",257,2608,"u si recomiendo producto",1,0
"256",258,2609,"u si recomiendo producto",1,0
"257",259,2619,"u si recomiendo producto",1,0
"258",260,2647,"u si recomiendo producto",1,0
"259",261,2730,"u si recomiendo producto",1,0
"260",262,2934,"u si recomiendo producto",1,0
"261",263,3137,"u si recomiendo producto",1,0
"262",264,3239,"u si recomiendo producto",1,0
"263",265,3309,"u si recomiendo producto",1,0
"264",266,3326,"buen producto recomiendo u si recomiendo producto",1,0
"265",267,3330,"u si recomiendo producto",1,0
"266",268,3336,"excelente u si recomiendo producto",1,0
"267",269,3450,"u si recomiendo producto",1,0
"268",272,3491,"u si recomiendo producto",1,0
"269",274,3713,"excelente producto feliz compra u si recomiendo producto",1,0
"270",275,4263,"u si recomiendo producto",1,0
"271",276,4265,"u si recomiendo producto",1,0
"272",277,4279,"u si recomiendo producto",1,0
"273",278,4290,"u si recomiendo producto",1,0
"274",279,4443,"si cumplio expectativas u si recomiendo producto publicada originalmente sodimaccl",1,0
"275",282,4653,"u si recomiendo producto",1,0
"276",283,4768,"compre hace meses buen producto cumple funcion tamano parecido microhondas comun hecho asados problemas unico detalle minutos cumplir tiempo uso seleccionado apaga debe dar poquito ma reloj okay",1,0
"277",284,4775,"compre x comentarios desia buen producto siete meses compra fallo encienden quemadores superiores dise q inoxidable sii oxida mala compra",1,0
"278",285,4776,"compre aun funciona nuevo totalmente recomendado",1,0
"279",286,4784,"alcanza rapidamente temperatura necesaria encanta u si recomiendo producto",1,0
"280",287,4785,"tres meses producto impecable funcionamiento",1,0
"281",288,4792,"buen horno ideal preparaciones diarias u si recomiendo producto",1,0
"282",289,4799,"momento excelente hermoso dos hornos wurdenpedimos",1,0
"283",290,4803,"satisfecha horno comodo grande liviano cumple funcion perfeccion cocino pescados caro pan bizcochos forma ovalada fonos permite facilmente cocinar moldes redondos fallado ademas facil limpiar diseno elegante u si recomiendo producto",1,0
"284",291,4806,"excelente calidad problemas u si recomiendo producto",1,0
"285",292,4809,"buen producto gusto bastante",1,0
"286",293,4810,"cocino pequena actualmente acomodo primera casa pareja horno funcionado excelente hago pan todas semanas queda excelente caro quedan punto si sigues instrucciones temperaturas tiempos recomendados brownie tortas quedado perfectamente horneados humedos lado hacer horneadas pan mes caro pescado par cosillas dulces consumo energia electrica aumento solo mil peso mama tambien horno anos funcionado perfecto creo comentarios negativos leer instrucciones consiguiente uso apropiado producto debe tener espacio respirar vez dejarlo conectado corriente apagas ventilador haga trabajo u si recomiendo producto",1,0
"287",294,4815,"buenisimo logra mantiene buena temperatura facil usar usa espacio capacidad q precalienta rapido todas funciones basicas necesarias uso domestico todas preparaciones quedan perfectas pan queques bizcochos caro etc totalmente recomendable u si recomiendo producto",1,0
"288",295,4817,"funcionado increible compre cyberday recomiendo totalmente",1,0
"289",296,4824,"horno padre funcionaba super bien meses fallaron resistencia superiores cambio somela anos funciona impecable usandolo casi dias",1,0
"290",297,4827,"bueno horno momento funciona impecable recomendable u si recomiendo producto",1,0
"291",298,4828,"horno espacioso cuenta fondo ovalado hornos traen permite insertar moldes queque torta pizza",1,0
"292",299,4836,"buen producto varias piezas pequenas venian abolladas incluso pintura",1,0
"293",300,4850,"excelente compra horno espacioso",1,0
"294",301,4869,"madre quedo feliz regalo funciona corresponde espacioso feliz compra",1,0
"295",302,4874,"tamano adecuado espacios ma reducido bueno fondo caben mejor moldes u si recomiendo producto",1,0
"296",303,4876,"principio bien luego corto tiempo barras superiores prenden",1,0
"297",304,4879,"varias bandejas ma limpieza facil mantener limpio buenas perillas regular temperatura encanto u si recomiendo producto",1,0
"298",305,4882,"buen horno calienta rapido parejo recomiendo u si recomiendo producto",1,0
"299",306,4884,"u si recomiendo producto",1,0
"300",307,4889,"horno electrico perfecto rapido coccion comidas enamore horno u si recomiendo producto",1,0
"301",308,4890,"buen producto momento cumple expectativas pan pasteles realizado ademas consume gran cantidad energia recomiendo u si recomiendo producto",1,0
"302",309,4896,"cumple efectivamente funcion compre uso casero bueno u si recomiendo producto",1,0
"303",310,4903,"gusto bastante facil usar limpiar rapido eficiente u si recomiendo producto",1,0
"304",311,4905,"facil utilizar buen producto regalo aniversario cumplio todas expectativas u si recomiendo producto",1,0
"305",312,4907,"horno util conformes buen tamano regulacion horneado madre acostumbrada horno electricoexcelente u si recomiendo producto",1,0
"306",313,4911,"u si recomiendo producto",1,0
"307",314,4912,"liviano facil manipular buenas opciones cocinar distintas temperaturas modos coccion",1,0
"308",315,4916,"u si recomiendo producto",1,0
"309",316,4917,"u si recomiendo producto",1,0
"310",317,4918,"compre hace meses resultado fantastico practico lindo hornea rapido asi usar horno grande tiempo mucha capacidad super recomendable u si recomiendo producto",1,0
"311",318,4919,"espacioso calienta rapido excelente producto u si recomiendo producto",1,0
"312",319,4925,"u si recomiendo producto",1,0
"313",320,4927,"f<e1>cil manipular transportar buen volumen buenos eccesorios u si recomiendo producto",1,0
"314",321,4931,"u si recomiendo producto",1,0
"315",322,4940,"esperaba facil usar limpiar u si recomiendo producto",1,0
"316",323,4942,"ideal practico u si recomiendo producto",1,0
"317",324,4943,"producto cumple expectativas precio bajo cero problemas ahora",1,0
"318",326,4945,"facil uasr cumple queria u si recomiendo producto",1,0
"319",327,4949,"pueden utilizar dos bandejas rejilla junta q permite ahorro energia u si recomiendo producto",1,0
"320",328,4954,"buen producto cocina super bien amplio mismo cantidad producto cabe bastante familia amplia u si recomiendo producto",1,0
"321",329,4955,"buen horno tener parte trasera curva permite cocinar queques casi uso horno cocina permite preparar feliz compra u si recomiendo producto",1,0
"322",330,4957,"excelente horno cocinar calentar bueno feliz compra u si recomiendo producto",1,0
"323",331,4959,"esperaba considerando relacion precio calidad facil operar u si recomiendo producto",1,0
"324",332,4961,"fantastico mejor horneae cosas deliciosas manera facil rapida",1,0
"325",333,4965,"facil usar color diseno bonito tambien economico momento usar",1,0
"326",334,4966,"excelente compre oferta cyberday verdad maravilloso facil usar facil limpiar",1,0
"327",335,4968,"buen producto excelente servicio post venta",1,0
"328",336,4973,"buen producto mejor compre manana inernet retiro tienda pude ir buscar mismo dia tarde",1,0
"329",337,4983,"encanto horno ademas grande super rapido recomendable",1,0
"330",338,4984,"excelente producto recomendando ampliamentefunciona",1,0
"331",339,4985,"excelente producto pan amasado queda maravilloso",1,0
"332",340,4989,"excelente producto gran capacidad multiple funciones",1,0
"333",341,4996,"excelente producto supero expectativas recomiendo cien ciento",1,0
"334",342,5000,"encanto capacidad practico cuece bien",1,0
"335",343,5006,"buen producto momento ningun problema",1,0
"336",344,5011,"malo mes usarlo dimos cuenta timer quedaba pegado perilla giraba significo quemaran cosas creer time funcionaba logico lleve falabella repararan segun orden cambiaron timer ahora nuevamente ocurre mismo avanza queda pegado horrible paredes calientan exceso ojo ahi ahora tendre llevarlo garantia fabricante pppfff si pueden comprarse calidad haganlo ursus malo hornos demostraron contrario",0,1
"337",345,5047,"duro solo meses funciona barra abajo mala opcion compra",0,1
"338",346,5048,"principio maravilloso usabamos manera regular meses fallaron quemadores superiores",0,1
"339",347,5059,"pesimo producto habia comprado modelo vez dejo calentar parte abajo perdi boleta asi compre mismo modelo ahora apenas pasado mes seis dias caliente parte superior inferior compren buena compra",0,1
"340",348,5060,"compre hace meses ahora ningun problema funciona super bien encanta bandeja abajo pueda sacar limpiar mejor ma facil u si recomiendo producto",1,0
"341",349,5068,"lindo elelgante demasiado gtande espacio fisico necesitaba u si recomiendo producto",1,0
"342",350,5072,"horno compre hace casi ano meses empezo fallar parte superior compre comentarios muchas persona decian marca buena comprar horno falla decepciono",0,1
"343",351,5078,"contento horno queda excelente rico muchas gracias",1,0
"344",352,5086,"livianp bonito cumple super bien funcion calentamiento buen regalo mama u si recomiendo producto",1,0
"345",353,5089,"fallaron barras superiores dos oportunidades",0,1
"346",354,5090,"excelente grande maravilloso",1,0
"347",355,5092,"exelente producto super comodo facil usar limpiar",1,0
"348",356,5093,"horno fallo primer ano uso quemadores superiores leido comentarios relacion verdad desarme horno descubri primer conector sulfatado desconectado cable corto tira conector limpie alicates aprete nuevamente quedo nuevo u si recomiendo producto",0,1
"349",357,5096,"funcionaba bien pasado mes medio prende parte superior decepcion tenia buena impresion marca",0,1
"350",358,5101,"llego despues mes casi meses llamando dias falabella nadie sabia dar respuesta clara insistir llego menos llego buen problemas lamentablemente pus suerte u si recomiendo producto",0,1
"351",359,5102,"llego programado funcionado bien u si recomiendo producto",1,0
"352",360,5103,"producto buen tamano cumple funcion poder asar quiere usar horno grande sirvio hacer postres creme brule general buen producto unico malo compre precio normal veces baja bastante precio u si recomiendo producto",1,0
"353",361,5112,"excelente producto usar dos bandejas vez hornea rapido util usarlo dia dia u si recomiendo producto",1,0
"354",362,5115,"malo alcanzo durar meses servicio tecnico atencion pesima ma mes nuevamente echo perder",0,1
"355",363,5125,"compre hace anos funciona exelente hace calentaba bien patita termo estato q habia soltado primera perilla dentro solo q apretarla listo si alguien pasa u si recomiendo producto",1,0
"356",364,5129,"buena capacidad cocer varias cosas vez ideal quincho u si recomiendo producto",1,0
"357",365,5130,"principio funciono bien luego par meses dejaron encender resistencias superiores decepcion considerando precio producto",0,1
"358",366,5133,"maravilloso producto recomendado",1,0
"359",367,5137,"buen producto solo cable corto demas recomendable",1,0
"360",368,5138,"hago queque biscochos horno electrico funciona esperaba u si recomiendo producto",1,0
"361",369,5147,"amplio facil usar u si recomiendo producto",1,0
"362",370,5148,"elegante liviano rapido completo funciones facil lavar si si deberias comprar u si recomiendo producto",1,0
"363",371,5150,"buen horno calienta super rapido parejito mejor u si recomiendo producto",1,0
"364",372,5153,"calidad buenisima coccion pareja regulador automatico temperatura consume demasiada energia mejor valor excelente tres bbb u si recomiendo producto",1,0
"365",373,5154,"u si recomiendo producto",1,0
"366",374,5158,"excelente compra buen tamano facil manejo rapido u si recomiendo producto",1,0
"367",375,5169,"ma esperaba sistema curvo hace ma concentracion calor alimentos rapida coccion u si recomiendo producto",1,0
"368",376,5172,"cumple expectativas u si recomiendo producto",1,0
"369",377,5174,"buena calidad puedes hornear pan dulces carne pescados facil limpiar recomiendo u si recomiendo producto",1,0
"370",378,5181,"u si recomiendo producto",1,0
"371",379,5186,"u si recomiendo producto",1,0
"372",380,5193,"horno facil utilizar buena potencia cocciones tipo realidad buena inversion comprarlo llevo ano generado ningun problema recomiendo",1,0
"373",381,5195,"u si recomiendo producto",1,0
"374",382,5199,"u si recomiendo producto",1,0
"375",383,5200,"facil usar limpiar ocupa demasiado espacio ubicarlo u si recomiendo producto",1,0
"376",384,5203,"liviano buen porte facil usar buena potencia u si recomiendo producto",1,0
"377",385,5216,"facil usar buena calidad u si recomiendo producto",1,0
"378",386,5217,"buen producto acuerdo valor u si recomiendo producto",1,0
"379",387,5218,"cumple todas espectatvas u si recomiendo producto",1,0
"380",388,5222,"horno cumple die proveedor u si recomiendo producto",1,0
"381",389,5232,"buen producto excelente rendimiento perfecto buen tiempo entrega producto excelente servicio funciona dia hoy bien",1,0
"382",390,5237,"excelente producto preparar masas",1,0
"383",391,5239,"cocina implemento ideal uso espectacular",1,0
"384",392,5242,"compramos novios tenemod salio bueno recomendamos",1,0
"385",393,5244,"encanto compre hacer panecito sur vivo montanas companero ideal",1,0
"386",394,5245,"excelente producto buen tamano consumo electrico facil limpiar",1,0
"387",395,5246,"buen producto eficiente buena calidad recomiendo absolutamente compre regalo matrimonio quede reina",1,0
"388",396,5247,"encanto horno totalmente agrado hago pollo caro rojas caliento pan funcionado bien meses comodo puedes instalar cualquier lugar ocupa espacio",1,0
"389",397,5249,"buen producto hace meses funciona maravilla",1,0
"390",398,5252,"gusto compre donacion bingo beneficio gano ahora aprovecha maximo",1,0
"391",399,5258,"facil usar espacioso practico bonito",1,0
"392",400,5260,"buen producto buena calidad recomendable",1,0
"393",401,5263,"recomiendo todas maneras alcanza temperatura deseada rapidamente distintos niveles calor mejor facil limpiar",1,0
"394",402,5268,"producto calidad espacioso liviano trasnporte buena calidad recomiendo",1,0
"395",403,5269,"tres meses dejo funcionar lleve servicio tecnico arreglaron termostato similar funciona seguido decir prende apaga mucha frecuencia volvere comprar marca",0,1
"396",404,5272,"maravilloso mejor enlozado facil limpiar encanto",1,0
"397",405,5273,"encanto llevo dos meses horno ocupo dias caro verduras quedan punto bandejas sistema caigan mientras saca evita accidentes fondo curvo permite hacer pizza grandes redondas puede limpiar manera facil liviano espiedo funciona bkn simplemente ame recomiendo",1,0
"398",406,5277,"super buen producto solo detalle timer mide tiempo suena suficientemente fuerte",1,0
"399",407,5278,"buen producto hace ano funcionado super bien fondo ovalado bueno pones moldes fuentes ma grandes",1,0
"400",408,5279,"ano quemaron barras resistencias funciona ma ademas servicio tecnico v region pesimo ut",1,0
"401",409,5284,"buen producto amplio facil usar spiedo funciona bien ideal masas caro recomiendo",1,0
"402",410,5286,"buenisima plancha verdad tira harto vapor",1,0
"403",411,5287,"experiencia producto excelente puedo recomendar espacioso forma curva parte baja bandeja residuos ahorrativo consumo electricidad ocupado dos meses dulces caro ultimo siempre papel alusa cuidar manchar interior",1,0
"404",412,5290,"mes haber comprado horno mientras cocinaba <U+00B0> vidrio puesta explota rompiendose mil pedazos decepcion",0,1
"405",413,5291,"buen producto precio conveniente tienda",1,0
"406",414,5293,"genial productorapidoseguro funcional conforme compra agradecida atencion",1,0
"407",415,5294,"bueno calienta demasiado parte arriba u si recomiendo producto",1,0
"408",416,5297,"buenisimo horno cocina perfeccion facil uso recomendado u si recomiendo producto",1,0
"409",417,5300,"ahora bien aunque perilla tiempo parece bien sincronizada gran problema u si recomiendo producto",1,0
"410",418,5302,"modelo ursus trotter asador tridente asar pollo u si recomiendo producto",1,0
"411",419,5304,"buen producto momento funcionado ningufffdn problema cocinando maravilla u si recomiendo producto",1,0
"412",420,5305,"llevo ma ufffd funciona bien recomiendo totalmente u si recomiendo producto",1,0
"413",422,5444,"creo falta potencia demora triturar super buena conveniente",1,0
"414",423,5519,"buen producto u si recomiendo producto publicada originalmente sodimaccl",1,0
"415",424,5559,"u si recomiendo producto",1,0
"416",425,5570,"u si recomiendo producto",1,0
"417",426,5574,"u si recomiendo producto",1,0
"418",427,5584,"u si recomiendo producto",1,0
"419",428,5591,"u si recomiendo producto",1,0
"420",429,5702,"u si recomiendo producto",1,0
"421",430,5703,"u si recomiendo producto",1,0
"422",431,5705,"u si recomiendo producto",1,0
"423",432,5708,"u si recomiendo producto",1,0
"424",433,6184,"u si recomiendo producto",1,0
"425",434,6188,"u si recomiendo producto",1,0
"426",435,6196,"u si recomiendo producto",1,0
"427",436,6237,"comodo u si recomiendo producto",1,0
"428",438,6268,"u si recomiendo producto",1,0
"429",439,6269,"excelente cama comoda u si recomiendo producto",1,0
"430",440,6271,"u si recomiendo producto",1,0
"431",441,6287,"u si recomiendo producto",1,0
"432",442,6297,"excelente producto u si recomiendo producto",1,0
"433",443,6351,"buen producto cumplio todas expectativas",1,0
"434",444,6785,"compre febrero ahora cero problema u si recomiendo producto",1,0
"435",445,6809,"buen producto u si recomiendo producto",1,0
"436",446,6830,"practico u si recomiendo producto",1,0
"437",447,6964,"buen producto recomiendo u si recomiendo producto",1,0
"438",448,6981,"buen producto recomiendo u si recomiendo producto",1,0
"439",449,6995,"linda colchon duro recomiendo uso despierto dolor espalda logro tener sueno reparador arrepentida compra consultando si puedo devolver guarde plasticos cajas",1,0
"440",450,7001,"pesima calidad compre hija pasado meses hundido",0,1
"441",451,7009,"excelente super comodo alto encanto demoro alta demanda compre oferta maravilla",1,0
"442",452,7015,"horrible pesimo duro meses sienten resortes incomodo dormir persona obesas",0,1
"443",453,7016,"excelente cama colchon blando justo punto hace dos semanas encanto buscaba colchon plano hundiera dormir cumplio expectativas cama bonita base alta patas madera firmes sistema anclar base llego perfectas condiciones recomendada u si recomiendo producto",1,0
"444",454,7031,"buena calidad patas firmes aunque respaldo ma fragil colchon maximo",1,0
"445",455,7032,"cumplio expectativas da buen descanso u si recomiendo producto",1,0
"446",456,7046,"producto bueno entrega pesima cumplen fechas",1,0
"447",457,7047,"ma liviano ortopedic anterior faltarian persona explique ma producto u si recomiendo producto",1,0
"448",458,7052,"comodo demoro llegar u si recomiendo producto",1,0
"449",459,7055,"buen producto llego fecha correspondia",1,0
"450",460,7059,"comodo dormimos marido bebe meses realmente necesitabamos mejor cic llega fecha corresponde despachos falabella cic envia directo bodega u si recomiendo producto",1,0
"451",461,7060,"comodo permite descanso reparador u si recomiendo producto",1,0
"452",462,7066,"taaan firme si comodo venia horas sueno jaja puedo levantar realmente comodo",1,0
"453",463,7070,"buen colchon comodo persona problemas fisicos ayuda dormir relajados almohadas super comodas blandas",1,0
"454",464,7084,"malisimo duro sienten resortes",0,1
"455",465,7085,"cama bien producto demoro llegar meses llego veladores quebrado pienso esperar dos meses ma tener solucion",0,1
"456",466,7104,"comodo dormir liviano mover asear cama etc u si recomiendo producto",1,0
"457",467,7112,"comodo facil transportar gusto recomiendo u si recomiendo producto",1,0
"458",468,7116,"excelente producto compre temor colchon ortopedico resistente blando primera capa u si recomiendo producto",1,0
"459",469,7118,"compramos ase momento bien super comoda linda encanto u si recomiendo producto",1,0
"460",470,7122,"comodo excelente producto encantado comodidad suave mantiene forma contento compra u si recomiendo producto",1,0
"461",471,7137,"totalmente recomen dado colchon cumple todas cualidades necesita lograr sueno reponedor u si recomiendo producto",1,0
"462",472,7149,"excelente buena calidad comodo especial descansar sufro dolor espaldas u si recomiendo producto",1,0
"463",473,7156,"buena cama comoda suave u si recomiendo producto",1,0
"464",474,7160,"liviano especial persona dolor espalda acomoda cuerpo bebe toallita humeda facil limpiar u si recomiendo producto",1,0
"465",475,7161,"bastante comodo firme regalamos persona tercera edad ajusta bien persona u si recomiendo producto",1,0
"466",476,7162,"comodo cumple espectativas u si recomiendo producto",1,0
"467",477,7181,"colchon base firme llevo semana encanta u si recomiendo producto",1,0
"468",478,7183,"precios a bajado todas tiendas falabella sigue igual iran bajar u si recomiendo producto",1,0
"469",479,7188,"comoda rica cama feliz compra u si recomiendo producto",1,0
"470",480,7191,"compre hace momento bien",1,0
"471",481,7192,"delicia suave confortable proporciona buen descanso feliz",1,0
"472",482,7195,"producto bastante comodo incluye armado dicen publicacion respaldo trozo madera veladores cumplen funcion cama comoda",1,0
"473",483,7196,"comodo dolor espalda comenzo desaparecer primera noche notum diferencia",1,0
"474",484,7197,"excelente colchon comodo rico duro hace perfecto espalda entrega tiempo acordado",1,0
"475",485,7200,"hace tiempo uso linea ahora modernizo modelo genial comodo suave",1,0
"476",486,7202,"super comodo firme recomiendo totalmente u si recomiendo producto",1,0
"477",487,7204,"rango precio bueno comodo firme",1,0
"478",488,7214,"colchon bastante comodo solo recomiendo comprarlo tienda tiempos envio falabella pueden superar mes atraso responden ningun medio momento reclamar",1,0
"479",489,7219,"colchon firme buscando u si recomiendo producto",1,0
"480",490,7224,"excelente producto conforme comodo",1,0
"481",491,7229,"facil armar buenisimo colchon buenas terminaciones disfrutandola u si recomiendo producto",1,0
"482",492,7230,"anos utilizado linea ortopedic gusta estabilidad soporte nivel cuerpo colchones hundes area mayor concentracion peso parte caderas hombros fabuloso pueda retirar funda lavarla u si recomiendo producto",1,0
"483",493,7231,"comodo tal imagine u si recomiendo producto",1,0
"484",494,7232,"comodo regalo usuaria quedo feliz hace tiempo sentia colchon diera tanta comodidad u si recomiendo producto",1,0
"485",495,7233,"momento excelente u si recomiendo producto",1,0
"486",496,7237,"llego indicado igual foto justo k necesitaba perfecta",1,0
"487",497,7249,"buena cama colchon comodo firme base gusta siento q liviana loq nose cuan durable tiempo",1,0
"488",498,7251,"blando duro medio sirve dolor musco esqueletico quede conforme u si recomiendo producto",1,0
"489",499,7256,"suave duerme bien colchon gran cambio u si recomiendo producto",1,0
"490",500,7258,"bastante facil armar base colchon firme comodo u si recomiendo producto",1,0
"491",501,7259,"colchon comodo llego dia senalado falabella puntuales preocupados u si recomiendo producto",1,0
"492",502,7263,"comodo cumple expectativas u si recomiendo producto",1,0
"493",503,7268,"excelente cama comodo cumple totalmente funcion",1,0
"494",505,7279,"totalmente recomendable adios dolor espalda u si recomiendo producto",1,0
"495",506,7297,"confortable recomiendo todas maneras u si recomiendo producto",1,0
"496",507,7302,"facil subir base segundo piso decir colchon super blandito solo tener cuidado separe base u si recomiendo producto",1,0
"497",508,7309,"excelente juego cama confort recomendado",1,0
"498",509,7310,"padre encanto cama buena solofalta manual poder armar dificultad",1,0
"499",510,7312,"si quiere dormir bien descansar recomiendo cama aseguro arrepentiran",1,0
"500",511,7315,"excelente compra calidad manufactura producto tela suave adapta facilidad peso cuerpo proporciona buen descanso",1,0
"501",512,7320,"excelente relacion preciocalidad totalmente recomendable",1,0
"502",513,7322,"excelente cama comoda bastante amplia full recomendable",1,0
"503",514,7324,"buen colchon suave tampoco duro termino medio perfecto",1,0
"504",515,7325,"excelente cama comoda amplia facil armado recomendada",1,0
"505",516,7330,"colchon meses uso sienten resortes blando recomiendo",1,0
"506",517,7332,"colchon duro usado dia noches podido dormir bien ninguna duele espalda",1,0
"507",518,7334,"llego cama venia pessimo jamas venia pernos colocar base unico bueno colchon bueno dieron nunca solucion ma meses esperando final pedi devolucion dinero",1,0
"508",519,7336,"comodo comparacion colchon anterior supero expectativas",1,0
"509",520,7341,"buena textura ductibilidad precisa u si recomiendo producto",1,0
"510",521,7342,"totalmente comodo recomendable",1,0
"511",522,7353,"excelente buena calidad definitivamente recomendable deben cuidar trazabilidad transportistas tratan productos deben refiero base llego dano espero mejoren gracias",1,0
"512",523,7354,"unico detalle respaldo debes romper tapis base colocar anclaje colchon ensuenos",1,0
"513",524,7355,"llego fecha acordada tal have foto colchon adapta cuerpo buena calidad general",1,0
"514",525,7356,"colchon duro menos meses sienten resortes pesima compra",0,1
"515",526,7357,"colchon pesimo meses uso salio resortes",0,1
"516",527,7360,"llego fecha acordada buena cama",1,0
"517",528,7363,"comoda ademas llegar dia programado excelente servicio u si recomiendo producto",1,0
"518",529,7370,"acolchada espalda calza perfectamente incluso almohada recomiendo aquellos ultimamente cuarentena sentido incomodez espalda ortopedica firme centrada u si recomiendo producto",1,0
"519",530,7376,"calidad patas have buena",1,0
"520",531,7385,"facil armar viene accesorios facilitar instalacion u si recomiendo producto",1,0
"521",532,7396,"suave comodo justo necesitaba u si recomiendo producto",1,0
"522",533,7403,"buen producto super comodo despacho llego dia dijeron u si recomiendo producto",1,0
"523",534,7406,"comodo lindo unico malo tiempo envio ma mes medio llego",1,0
