"","id","text","sentimiento"
"263",263,"compre celeste negro ambos talla celeste quedo perfecto decir negro quedo ajustado corto tiro cambiar aparentemente telas distintas celeste ma docil elasticada cambio negro ma tiesa elasticada asi recomiendo si van comprar celeste compren talla corresponde negro dos tallas ma",1
"264",264,"facil realizar compra llega dias dicen bien material tela gruesa mejor sirve toda temporada uufef u si recomiendo producto",1
"265",265,"hace mes metiendome pagina viendo vuelven subir talla preciosos jeans favoritos u si recomiendo producto",1
"266",266,"pega todoooooo horrible tela pesar leer comentarios comprar talla ma igual queda estilo mom recomiendo",1
"267",267,"excelente producto",1
"268",268,"varios jeans marca modelo amy primera vez compro comentarios compre todas formas quedo ajustado tiro medio",1
"269",269,"gusto pantalon unico problema tiro alto die si ma bien tiro medio ademas aprieta cintura escogi diseno color lindos llego semana u si recomiendo producto",1
"270",270,"malo duro solo mes funcionaron ma quemadores superiores",0
"271",271,"compre horno electrico microondas duraron ano fallaron ambos uso horno cerro nunca ma puerta microondas dejo funcionar ademas procesadora duro ano igual",0
"272",272,"encanta diseno super comodo usar cierra bien compre talla quedo super u si recomiendo producto",1
"273",273,"lindo adapta cuerpo si tiro alto sino ma bien tiro medio compre cintura cm quedo bien u si recomiendo producto",1
"274",274,"llego fecha indicada rico colchon bueno harto relleno sienten resortes recomendable u si recomiendo producto",1
"275",275,"compre dos celeste negro cunadas quedaron pequenos marca queda bien asi recomiendo pedir talla ma incluso dos u si recomiendo producto",1
"276",276,"malisimo grueso pegan todas pelusas malo malo",0
"277",277,"cama buena calidad buen diseno unico negativo momento despacho entrega hogar repartidores dejan entrada segun informado porrillos pueden dejarla pieza segundo piso ejemplo u si recomiendo producto",1
"278",278,"escogi negro tela buena calidad llego perfectas condiciones u si recomiendo producto",1
"279",279,"compre segun tabla tallas perfecto ven bonitos u si recomiendo producto",1
"280",280,"u si recomiendo producto",1
"281",281,"comodo delgado bastante abrigador negro imagenes azul oscuro negro u si recomiendo producto",1
"282",282,"excelente buen tamaufffd estufffdticamente lindo dora bien alimentos cocinan excelente cumple acabalidad necesidades u si recomiendo producto",1
"283",283,"compre negros azul claro tal foto pedi talla ma quedaron perfectos u si recomiendo producto",1
"284",284,"esteticamente bonito medidas descripciones parecer verlo fisicamente have ma pequeno indica medidad",0
"285",285,"lindo tela elasticado aplasta trasero queda apretado asi recomienda pedir talla ma asi queda mejor",1
"286",286,"u si recomiendo producto",1
"287",287,"comodo llego rapido mejor compra cuarentena u si recomiendo producto",1
"288",288,"compre jeans negro lindo horma pequena ma mes aun puedo cambiarlo",1
"289",289,"leu comentarios compre talla ma quedan super bien ajustados gruesos encantaron comodos u si recomiendo producto",1
"290",290,"marca pense comprar mom finalmente decidi quedo bien grande cintura recomiendo comprar misma talla compres siempre sybilla elasticado comodo u si recomiendo producto",1
"291",291,"queda perfecto pesar ser elasticado tela gruesa",1
"292",292,"u si recomiendo producto",1
"293",293,"buena marca despacho llego fecha estipuladabuen servicio u si recomiendo producto",1
"294",294,"siempre compro pantalones marca sybilla embargo modelo particular amy ma pequeno compre quedo muuuy apretado recomiendo comprar talla ma si estan compren ma grande elasticado ajusta bien cuerpo color igual imagenes si u si recomiendo producto",0
"295",295,"demasiado comodo recomiendo totalmente",1
"296",296,"elasticado gusto color calce",1
"297",297,"chile cuarentena pongan prendas despacho quiero pantalones puedo pedirlos",0
"298",298,"excelente compra facil usar limpiar",1
"299",299,"buen producto atencion entrega eficiente asique segue comprando tienda falabella mucha gracias sigan entrando atencion bueno mochas gracias",1
"300",300,"compre celeste oscuro talla quedo bien volvi comprar color negro talla quedo chico jaja entiendo tallas",1
"301",301,"calidad tela mala lleno notas primer uso ademas dio tallas peor compra vida",0
"302",302,"u si recomiendo producto",1
"303",303,"chicas compren celeste mejor negro blanco pegan pelusas tallas normales solo talla qdara olgada modelo super elastcado tela ma bien suave tan delgada transparenta dobles puede bajar qda ma largo si modelo lindo solo q debiera ser mejor calidad teja negro blanco si asi recomendado u si recomiendo producto",1
"304",304,"jeans super comodos excelente calce tiro alto semi elasticados creo mom jeans tiro alto anchos ajuste normal quedan super bien tiro alto u si recomiendo producto",1
"305",305,"color jeans lindo comodo elasticado feliz compra u si recomiendo producto",1
"306",306,"talla correcta grande estilo mom asi novan quedar oversize van ver ma anchos ocupo talla quedaron jeans normales recto",0
"307",307,"azul igual pedi dos iguales buen calce vino alarma ojo u si recomiendo producto",1
"308",308,"tremendo lantalon comodo gran calce quisiera colores stock u si recomiendo producto",1
"309",309,"comodo favor repongan ma azules talla u si recomiendo producto",1
"310",310,"encanto u si recomiendo producto",1
"311",311,"jeans mom stretch tan ajustados ninguna parte die tela super gruesa invierno usualmente talla asi tabla tallas guie quedaron super queria asi igual fome producto",1
"312",312,"recomiendo producto excelente calidad u si recomiendo producto",1
"313",313,"hermoso coml queda mom repongan tallas azul favor u si recomiendo producto",1
"314",314,NA,NA
"315",315,"buena calidadmucha comodidad u si recomiendo producto",1
"316",316,"guie tabla comprar quedo regio arriba corto casi tobillo mido u si recomiendo producto",1
"317",317,"cama f<e1>cil armar colch<f3>n aceptable recomentacion recibir producto despacho revisar interior golpes traslado buen precio u si recomiendo producto",1
"318",318,"compre color azul encanto calce lindo tela suave elasticado gusto compre negro siente igual tela ma rigida gruesa queda ma apretado igual quedo considerando precio estan buenos u si recomiendo producto",1
"319",319,"acostumbro comprar talla pantalones marca sybilla calce juvenil ma grandes comun pedir talla menos acostumbrada quedaron gigantes",0
"320",320,"buena calidad especial buen descanso u si recomiendo producto",1
"321",321,"normalmente compro talla calza perfecto quedo grande entra mano entera cintura",1
"322",322,"rapido despacho fecha estimada llego bien caja",1
"323",323,"nunca ma dolor espalda estupenda compra",1
"324",324,"queda lindo talla pedi quedo grande kjksjdkj tenia fecha entrega llego igual medio elasticado parecer u si recomiendo producto",1
"325",325,"comodo talla compre misma elastica do cintura ancho piernas have lindo u si recomiendo producto",1
"326",326,"compre celeste negro celeste full elasticado comodo negro iman pelusas tela rigida fracaso",1
"327",327,"bueno horno rapido varias funciones asar pollo entero cumple expectativas u si recomiendo producto",1
"328",328,"calce perfecto demasiado comodos peguen pelusas guardo reves",1
"329",329,"pantalones compre tienda pandemia podian probar ver talla queda mejor ser mom talla quedaron holgados preferi comprar encantaron quedan super bien aun uso agrandando azules ahora compre negro u si recomiendo producto",0
"330",330,"producto cumple expectativas recien llevamos meses uso sienten resortes definitivamente recomiendo",1
"331",331,"buen horno funciona maravilla u si recomiendo producto",1
"332",332,"encantan comodos sujetan bien rollito molesto talla compre talla negro tela ma dura color hija talla compre color azul quedaron super ajustaditos sueltos si quieren queden sueltos compren talla ma ojo compre tienda probarlos solo ojo u si recomiendo producto",1
"333",333,"recomendable colchon increible u si recomiendo producto",1
"334",334,"talla quiero mom jeans ajustados cuerpo pedi ocupo cinturon ven bastante bien sueltecitos debe quedar mom si quieren pegado cuerpo tipo skinny pescador pidan talla original u si recomiendo producto",1
"335",335,"comodos buena calidad gruesos delgados compren talla normal si quieren queden full sueltos recomiendo talla ma ojo puede quede suelto cintura compre celeste bellos dieron ganas comprarme negros tambien recomendados u si recomiendo producto",1
"336",336,"mala calidad meses medio quemaron tubos calientan ciudad tienda salia ma barato comprar nuevo viajar reclamar",0
"337",337,"general tabla tallas suponia igual manera pedi quedara suelto cosa asi quedo justo suelto igual lindo llego esperado",1
"338",338,"quedaron super ahora quiero comprar negros talla u si recomiendo producto",1
"339",339,"colchon comodo feliz compra esperado",1
"340",340,"comodo elasticado quede mon deben comprar talla ma normalmente compre quedo super comodo suelto u si recomiendo producto",1
"341",341,"compre celeste cobraron inmediatamente dos dias despues cancelan compra entiendo aceptan compras si stock u si recomiendo producto",0
"342",342,"producto funciona tan bien mejor horno cocina tradicional calienta forma homogenea alcanza altas temperaturas forma rapida entran bandejas pizza medianafamilia problemas u si recomiendo producto",1
"343",343,"buen producto venia colchon duermo solo base",1
"344",344,"compre negro talla dependiendo marca quedo suelto solucionable correa honestamente encontre super lindo altas queda super corto considerarlo gran desventaja llena pelospelusas onda demasiado volveria comprar",1
"345",345,"comodo buena hechura suelta horas uso precio bien u si recomiendo producto",1
"346",346,"comodo elasticado mom lindo compre negro azul gustan jeans apretados aun asi quedo mejor cintura quedo grande igual have lindo u si recomiendo producto",1
"347",347,"andaba buscando anchos tiro alto gruesos mejor bolsillos adelante atras u si recomiendo producto",1
"348",348,"pedir talla menos grandes pedi quedaron bien sueltos mom jeans tela elasticada rigida gustaron acostumbrarse estilo u si recomiendo producto",1
"349",349,"bonito modelo comprar talla ma u si recomiendo producto",1
"350",350,"pesimo producto colchon dura mes notan resortes",0
"351",351,"primera vez compro jeans tipo uso solo skinny recibi hoy lindo pedi quedo perfecto recomiendo pedir talla menos ser quieran super suelto u si recomiendo producto",1
"352",352,"super comodos parte arriba ajusta super bien cuerpo marca silueta talla compre talla quedaron super compre negro azul u si recomiendo producto",1
"353",353,"buena compra comodo u si recomiendo producto",1
"354",354,"queda perfecto talla compre talla peroo pegan todas pelusas negro recomiendo",1
"355",355,"excelente producto hija quedo feliz nuevo colchon coloque estrellas proveedor demoro tiempo despacho",1
"356",356,"mom jeans comprar talla menos",0
"357",357,"buenisimos recomendable u si recomiendo producto",1
"358",358,"tal espaba l calidad buenisima resistente mezclilla gruesa talla compre quedo ma perfecto ajustado cintura cadera holgado pantorrilla aunque igual apitillado comodo queda genial usarlo camisas poleras dentro pantalon recomendado u si recomiendo producto",1
"359",359,"buenisimo trae bandejas rejilla da mayor flexibilidad hora cocinar alcanza temperatura bastante rapido quema alimentos hecho budines queques tartas hamburguesas perfecto",1
"360",360,"talla habia talla compre quedo bien modelo foto realmente mismo color azul grueso liviano elasticado buen calce recomiendo escoger misma talla ademas vez pones empieza dar u si recomiendo producto",1
"361",361,"ideal llevalos puestos viajes largos versatiles toda ocasion acabo comprar segundo si talla amplia mejor comprar menos u si recomiendo producto",1
"362",362,"lindos encantaron grandes quedo perfect negro pelusiento quedan bellos tiro alto elasticados u si recomiendo producto",1
"363",363,"buen jeans compre talla ma quedaron grandes asique recomiendo comprar misma talla siempre u si recomiendo producto",1
"364",364,"compre color blanco tela gruesa trasluce compre talla siempre queda buen calce u si recomiendo producto",1
"365",365,"hermoso compre negro talla elasticado queda perfect quedo tipo mom jeans unico pega todas pelusas grueso comodo u si recomiendo producto",1
"366",366,"lindos quedan mom compre talla habitual quedaron jeans apretados abajo sueltos have feo esperaba tendre hacerlos pitillo si quieren mom compren talla ma quedaran sueltos cintura tendran estilo",0
"367",367,"comodo lindo queda hermoso u si recomiendo producto",1
"368",368,"gusto buen calce andaba buscando pantalon comodo",1
"369",369,"buen calze super elasticados pedi quedo grande cambie quedo perfecto u si recomiendo producto",1
"370",370,"comodo talla guiandome comentarios compre talla ma queda holgado elasticado notum estirara sugeriria comprar talla habitual altura ombligo volvere comprar stock u si recomiendo producto",1
"371",371,"encantan pesar equivoque talla pedi ma grande pantalones super comodos lindos uufef u si recomiendo producto",1
"372",372,"encanto bello super comodo compre jeans color azul tela super elastica recomiendo u si recomiendo producto",1
"373",373,"considerar pantalon elasticado grande talla compre quedaron bien sueltos compre azul lindo jeans compre negro horrible sentido pegan pelusas have feo recomiendo comprar misma talla talla menos",0
"374",374,"tela jeans elasticada compre talla regular queda mom jeans solo queda pantalon regular bonito igual esperaba aunque precio bien",1
"375",375,"acaban llegar compre talla quedan perfectos comodos bellos si tan mom jeans u si recomiendo producto",1
"376",376,"u si recomiendo producto",1
"377",377,"colchon maravilloso principio pasan meses pone blando li cambiaron ano sentian resortes nuevo q trajieron va mismo camino recomiendo q dura ma ano",1
"378",378,"compre azules preciosos comodos ser mom ma ajustados compre talla normal quedaron bien si comprado talla menos quedarian apretados u si recomiendo producto",1
"379",379,"compre negro talla quedo super tiro alto buena tela feliz",1
"380",380,NA,NA
"381",381,"compre jeans azul habia leido comentarios cintura pequeno asi cambie producto talla utilizo t quedo excelente material buena calidad elasticado quedo largo gusta queda doblez mido u si recomiendo producto",0
"382",382,"excelente tamano horno entran bien pirex grandes primer ano danaron quemadores arriba enviaron servicio tecnico demoro entrega quedo bien hace ma ano u si recomiendo producto",1
"383",383,"compre azul comodo buen material tiro alto elasticado talla compre aun asi quedo suelto mom bien cosa foto sale doblado ma largo momento gusta u si recomiendo producto",1
"384",384,"encanto pedi talla negro super elasticado talla correcta tallas pequenas parece mom jeans si muchas piernas queda justo quizas alguien quede ma holgado vea mom jeans buena tela grueso elasticado quiero azul recomiendo u si recomiendo producto",1
"385",385,"colchon comodo firme ser liviano u si recomiendo producto",1
"386",386,"modelo megan mom menos compre talla mido queda super comodo ven tobillos gusto haberlo comprado ojo pedi talla siempre u si recomiendo producto",1
"387",387,"bonitos echo perder cierre primer uso",0
"388",388,"lindo modelo demaciado apretado elasticado recomiendo comprar tallas ma usan tiro medio",0
"389",389,"facil programar cocinar instalar encanto hace meses ningun problema calineta rapido deja perfeccion pollo calentar pan hacer queque ademas luce bien u si recomiendo producto",1
"390",390,"lindo color super elasticado encanto mejor tiro alto u si recomiendo producto",1
"391",391,"cumple expectativas amplio u si recomiendo producto",1
"392",392,"quedo perfecto general asi pedi talla elasticado mundo comodo ahora si quieres quede apretado apretado compra talla menos si quieres quede normal suelto pide talla uufef",1
"393",393,"compre azul talla talla regular sybilla quedo super recomiendo comprar talla menos si suuuper acinturadas si talla regular queda perfecta u si recomiendo producto",1
"394",394,"lindo buen calce talla pedi queda perfecto",1
"395",395,"compre celeste gusto cargue talla quedo bien u si recomiendo producto",1
"396",396,"generalmente pantalon negro compre talla quedo ajustado arriba parte abajo pierna quedo suelto ma arriba tobillo doblez azul decidi comprarlo talla quedo super calce bonito tambien tiro alto tela comoda ambos elasticados quedan mom completamente personal prefiero talla ma uso generalmente",1
"397",397,"facil armar demasiado comoda amo u si recomiendo producto",1
"398",398,"mom talla pedi quedaran grandes quedaron justos mom",0
"399",399,"compre regalarlo tenia buenos resultados u si recomiendo producto",1
"400",400,"generalmente compro sybilla ahora compre quedaran ma sueltos buena idea consideracion piernas ma rellenitas tal vez si quieren ma sueltos deben comprar talla ma estilo mom creo amplios cintura entonces podrian quedar sueltos u si recomiendo producto",1
"401",401,"segui comentarios anteriores compre talla menos quedaron perfectos solo ma apretados cintura tela elastica corte pantalon hermoso encanto u si recomiendo producto",1
"402",402,"semana echo perder parte abajo encendia cambiar producto momento bien",1
"403",403,"lindo duro chico pedi talla ma quede holgado aun asi quedo super apretado elasticado modelo amy",1
"404",404,"talla talla corresponde poquito suelta aunque modelo mom jeans creo bien tela rigida suave encanto u si recomiendo producto",1
"405",405,"excelente rapida facil usar lavar hace jugo procesa bien resumen buenisima",1
"406",406,"recibi negro esperando claro guie comentarios compre talla normalmente pense mom jeans real onda algodon elasticado tela elasticada tiempo va cediendo jeans sybilla misma tela super incomodo mande tomar vez asi siguio dando calce raro carteras toscas hacen ver parte atras caida precio okay prefiero jeans basement altura si devolverlo cambiarlo",0
"407",407,"buen producto hijo encanto comodo u si recomiendo producto",1
"408",408,"lindo color celeste apretado compre talla jam<e1>s mom jeans pantalon apretado cintura tipicos creo comprandome dos tallas ma cumpliria elasticado u si recomiendo producto",1
"409",409,"compre azul talla ma pedi quedo suelto cintura gustado pompas piernas creo sirve chaparritas quedan mom tela super rica comoda u si recomiendo producto",0
"410",410,"modelo correcto pantalon mom strech ma estrechos quedan sueltos pierna corte normal mom pantalon tela buena calidad elasticada si estan buscando mom tipicos parecidos modelos straight",0
"411",411,"buen colchon gran grosor buen material u si recomiendo producto",1
"412",412,"tenia mucha fe quedan lindos pedi talla menos quedo perfecto debo admitir comodos tiro alto justo termina ombligo color solo poquito ma oscuro foto u si recomiendo producto",1
"413",413,"color azul quede mom comprar talla ma talla talla ma",0
"414",414,"u si recomiendo producto",1
"415",415,"ayuda confunde si compro azul ser talla talla normal mido si talla menos marque si nl si talla agradeceria",0
"416",416,"compre negro azul ambos quedan perfectos buen calce elasticados tiro alto asi quedan bacanes mom compre recomiendo comprar talla normal u si recomiendo producto",1
"417",417,"buena tela elasticados tiro alto comodos modelo si estan mom llama megan mom ajustado talla grande siempre compre queda bien quedaba apretado aun asi si alguien cintura pequena quedaria u si recomiendo producto",1
"418",418,"chicas recomiendo azul lindo normalmente talla pedi quedo perfecto viene dobles puedes bajar queda ma largo llego tiempo color tal foto asi animense super lindo u si recomiendo producto",1
"419",419,"compre blanco negro puedo usar ambos queda ma comodo asi creo mejor comprar talla menos lindos tiro super alto apretados piernas u si recomiendo producto",1
"420",420,"compre recto queda suelto cintura gusto material pegan facilmente pelos pelusas u si recomiendo producto",1
"421",421,"compren talla menos super tiro alto comodos u si recomiendo producto",1
"422",422,"encanto facil trasladar hacer aseo blandito agradable dormir u si recomiendo producto",1
"423",423,"comodos talla hice caso comentarios compre quedaron bien unico malo negros llenan pelusas asi final quede tan conforme compra recomiendo comprar colores",1
"424",424,"excelente productocumple bien todas funcionescocina dora perfeccion encantaa u si recomiendo producto",1
"425",425,"pense jeans serian mom talla pedi quedara uuuultra sueltos llegaron di cuenta apretados aparece calce mom strech embargo bueno baratisimos notum buena calidad aun elasticados llegaron dia compra si recomendar jeans mom sino calce lindo esperaba ser talla sueltos u si recomiendo producto",0
"426",426,"super liviano colchon base bonitas recomiendo u si recomiendo producto",1
"427",427,"excelente producto funcionado maravillas facil limpiar bastante amplio",1
"428",428,"tela gruesa elasticada tiro alto altura ombligo ajustados ser mom jeans ven lindos igual quizas talla ma quedaria ma mom jeans cintura seria ancha u si recomiendo producto",1
"429",429,"buen electrodomestico practico comodo totalmente satisfecha producto horno potente momento dado ningun problema recomiendo u si recomiendo producto",1
"430",430,"talla quedaron grandes cintura cadera recomiendo talla menos u si recomiendo producto",1
"431",431,"compre negros azules creo mom propiamente tal bonitos pedi quedaron super talla negros pega si pelusas pelos etc solo mirarlos azules tela jeans bonitos creo precio super u si recomiendo producto",1
"432",432,"excelente u si recomiendo producto",1
"433",433,"lindo escoge talla ma usas elasticados u si recomiendo producto",1
"434",434,"u si recomiendo producto",1
"435",435,"compre celeste negro celeste queda perfecto negro corre talla ma pequena pedir tallas ma u si recomiendo producto",1
"436",436,"realmente comodos tiro extra largo tela eslasticada gruesa menos negros sueltos pierna talla leyendo comentario pedi quedaron perfectos creo existian azul estan realmente recomendados",1
"437",437,"compre talla talla quedo bien dejen guiar talla menos idea jeans quede ajustado si ma bien holgado respecto colores azul azul gustaria saber diferencia si alguien sabe u si recomiendo producto",1
"438",438,"siempre talla siempre siempre leu comentarios decian pedir talla menos asi pedi quedaron super pequenos queda foto sueltos demasiado comodos recomiendo totalmente",0
"439",439,"normalmente compro talla quedo enorme asi recomiendo comprar talla menos mom jeans caen",0
"440",440,"tela suaveelastica compre misma talla quedo genialrecomiendo comprar misma talla u si recomiendo producto",1
"441",441,"buen calze sybilla generalmente compre quedo super tela elasticada ajusta bien cuerpo u si recomiendo producto",1
"442",442,"demasiado grande recomiendo talla menos material negro jeans ma bien grueso elastico recomiendo asi jeans claro queda bien material rico aunque tambien recomiendo talla menos",0
"443",443,"pedi azul incluso ma lindo foto suuper elastica dos normalmente uso talla veces quise arriesgar pedi verdad quedaron super sueltos estilo mom jeans asi have raro quede tan suelto area abdomen bajo creo andado super ahora encargare negro u si recomiendo producto",1
"444",444,"pedi color celeste negro talla celeste quedo perfecto diferencia negro tendre cambiarlo devolverlo tiro bastante alto pierna rectum elasticados bastante ajustados mom jeans sueltos colores iguales fotografias u si recomiendo producto",1
"445",445,"buen colchon sacar funda colchon trae cierre puede lavar firmeza comodo recomiendo totalmente u si recomiendo producto",1
"446",446,"llego dia correspondia compre azul claro negro super comodos buen calce talla pedi quedaron perfectos u si recomiendo producto",1
"447",447,"chicas jeans hermoso compren talla normal pedi primero azul talla habitual quedo perfecto mom jeans sueltecito pedi ahora negro comentarios queda ajustado ma jeans normalsi quieren mom recomiendo comprar talla habitual u si recomiendo producto",1
"448",448,"material bueno tan mom die piernas anchas compre talla aunque veces marca queda justa vez quedo suelto bastante bonito quede contenta compra u si recomiendo producto",1
"449",449,"quedan arriba ombligo tela elasticada super bien preciocalidad gustaron harto",1
"450",450,"verdad compre ninguna gran expectativa comentarios quedaron bien talla corresponde buen calce celeste azul oscuro",1
"451",451,"excelente producto bueno precio u si recomiendo producto",1
"452",452,"normalmente talla hice caso comentarios compre talla quedan super cintura suelto piernas comodos",1
"453",453,"azul ma oscuro muestra foto sienta bien pedir tallas menos elasticado",1
"454",454,"queda super bien si piernas ma anchas pedir talla ma normal elegi queda super tiro alto suelto tobillos tela super elasticada u si recomiendo producto",1
"455",455,"llego tiempo bonito comprarse talla menos u si recomiendo producto",1
"456",456,"tosca tela grandes pedi talla menos aun asi quedaron holgados u si recomiendo producto",1
"457",457,"comodo ideal descanzar",1
"458",458,"encanto pedi azul clarito pedi talla menos quedo bien u si recomiendo producto",1
"459",459,"pantalon azul bellisimo comodo recomiendo talla corresponde u si recomiendo producto",1
"460",460,"principio sentia suave elasticada va cediendo adicional pega pelusas pelo lave peor",0
"461",461,"compre blanco negro usualmente talla literal caen recomiendo comprar tallas menos blanco pegan pelusas pelitos perrogato comparacion telas jeans comodos delgados gruesos recomiendo mil u si recomiendo producto",0
"462",462,"excelente horno servido enormemente funciona super bien u si recomiendo producto",1
"463",463,"buena tela gruesa igual imagen lindos comodos u si recomiendo producto",1
"464",464,"encantoo elasticado pedi talla menos quedo comodo lindo incluso si pedido tallas menos entrado bien recomiendo precio uba buena compra u si recomiendo producto",1
"465",465,"amigas hagan caso comentarios jeans ancho x q mom q pedir talla normal q qde mom si quieren ma apegado caso talla menos olgado qda bien u si recomiendo producto",0
"466",466,NA,NA
"467",467,"compre blanco sabia talla marca compre delgada quedaron sueltos ademas elasticados imagino soltara ma tiempo blanco igual have ropa interior dependiendo color u si recomiendo producto",1
"468",468,"pantalon bonito llego rapido considerar talla menos grande quedo grande parece u si recomiendo producto",1
"469",469,"amo pantalones termine comprando colores general cintura caderas compre quedaba finalmente cambie formaban unas bolsas pese ser estilo mom gusto ma excelente compra precio buena calidad tela u si recomiendo producto",1
"470",470,"compre suelo ser talla habian dicho quedaban ma suelto quedaron re parecido jeans normales quiza ma suelto si tiro alto azul lindo encuentro ven bien u si recomiendo producto",1
"471",471,"color azul igual foto normalmente pedi quedo super suelto cintura recomiendo pedir talla menos quizas u si recomiendo producto",0
"472",472,"excelentte material resistente u si recomiendo producto",1
"473",473,"comprar tallas menos pedi queda grande tan elastico recomiendo pedir",0
"474",474,"compre negro generalmente talla quedo super si pegan pelusas andar rodillo quita pelusas lados mido peso kg talla referencia",0
"475",475,"c<f2>modo firme tomar bien medidas largo u si recomiendo producto",1
"476",476,"compre dos colores azul negro talla quedo super grande cintura debi haber pedido ajustado piernas ser mom raro tan ancho cintura asi piernas tendre esperar poder cambiarlo",0
"477",477,"color azul tal foto pedi talla quedan perfectos estrechos ser mom gusta asi quizas si quisieran quedara ma sueltos deben comprar talla ma tiro alto elasticados buena tela volveria comprar colores u si recomiendo producto",1
"478",478,"compre azul talla queda bello calse elasticados u si recomiendo producto",1
"479",479,"lindo jeans mezclilla elasticado suelo usar compre talla quedaron perfectos ma cortos abajo tiro alto ma ajustado cuerpo esperaba jeans ma suelto mom bueno momstreach megan u si recomiendo producto",1
"480",480,"llego tono ma oscuro foto lindo calce buen grosor mezclilla pidan talla ma",0
"481",481,"cama lujo total colchon parecido memory base lujo calidad cama compite balance par par recomendable cama compro dia noviembre debia llegar diciembre llego dia diciembre falabella siempre despachos buenos gratis si elite lujo cama digo",1
"482",482,"marca pedi cm cintura caderas quedo bien ojo quedo cualquier jeans skinny etilo mom queria tela elasticada realmente tiro alto u si recomiendo producto",1
"483",483,"compre desconfianza azul talla veces hoy llego quedo perfecto quedo suelto encanto calce forma u si recomiendo producto",1
"484",484,"lindo comodo pedi negro normalmente talla pedi talla quedaron perfectos unico detalle elasticados quedan cintura largo bien vi comentarios decian compre talla ma talla menos depende tipo cuerpo medidas recomiendo vengan tabla medidas u si recomiendo producto",1
"485",485,"bajar talla menos regularmente tela suave elastica amo mejores mom jeans encontrado encanta tiro alto bolsillos traseros grandes have lindo atras probare demas colores u si recomiendo producto",1
"486",486,"hola elegi blanco tela medium semi gruesa flexible semi stresh justo trasluce bueno si rellenita quedan skinny si eliges talla ma puede quedar sueltos tipo mon si tiro alto comodos estacion otono invierno ucufefucufefucufefucufefucufef dato talla quedo perfecto suelto flexible talla corresponde medida publicada u si recomiendo producto",1
"487",487,"acabo comprarla espero arrepentirme si falabella paso cobrar despacho bien cuarentena pasan final producto sale descuento restante cobran igual despacho salio casi cama imagino ma caras espero bueno producto ma",0
"488",488,"compre negros tela gruesa comodos compre talla queda bien ahora compre azul espera llege u si recomiendo producto",1
"489",489,"pedi color blanco talla segura talla marca contextura ma bien normalgruesa talla quedo bastante holgada comoda general elasticados tipicos mom tiesos u si recomiendo producto",1
"490",490,"respaldo veladores regular calidad colchon base buenos",1
"491",491,"recomiendo comprar misma talla si quieren quede mom si quieren quede justo talla menos lindos u si recomiendo producto",1
"492",492,NA,NA
"493",493,"gusto modelo tela gruesa medium estacion generalmente uso talla marca quedo grande creo modelo ma grandes normal recomiendo u si recomiendo producto",1
"494",494,"pantalon lindo comodo viene cosido abajo puede desenrollar quede ma largo tipo mom apretado bastante elasticado asi recomiendo comprar talla menos compre talla habitual luego rato usarlo tela dio empezaron hacer bolsas u si recomiendo producto",1
"495",495,"comprado tres colores enamore calce modelo jeans tiro alto modelan bien cintura piernas tan pitillo comodos tela semi gruesa ende marca trasluce recomendados talla compre talla ma anchos luego usos si lava vuelven tamano original u si recomiendo producto",1
"496",496,"u si recomiendo producto",1
"497",497,"comodos lindos suela maximo ideales trotar saltar u si recomiendo producto publicada originalmente adidascom",1
"498",498,"elasticado tela tiesa terrible medidas tiro cm cintura cm cadera cm largo cm mido cintura cm cadera cm talla quedo debe ser skinny bien ajustado asfixiante si gusta jeans apegados recomiendo pedir talla ma modelo amy conocen marca sybilla u si recomiendo producto",1
"499",499,"lindo igual foto grande sugiero comprar talla menos habitual u si recomiendo producto",1
"500",500,"u si recomiendo producto",1
"501",501,"compre menos tres meses usandolo ocasionalmente dejo funcionar barras arriba tienda responde debiendo llevarlo cliente directamente servicio tecnico decepcion invirtio supuestamente buen producto",0
"502",502,"u si recomiendo producto",1
"503",503,"encanto excelente producto hice budin zapallitos italianos quedo gratinado exquisito recomiendo todas maneras ademas economico gasta casi electricidad",1
"504",504,NA,0
"505",505,"tela elasticada asi podria pedirse talla menos pedi talla quedo bastante holgado aunque mom asi buena compra",1
"506",506,"u si recomiendo producto",1
"507",507,"comodo colchon base firme u si recomiendo producto",1
"508",508,"excelente u si recomiendo producto",1
"509",509,"u si recomiendo producto",1
"510",510,NA,0
"511",511,"compre talla habitual quedaron bien mom jeans skinny parte abajo ma suelta u si recomiendo producto",1
"512",512,"u si recomiendo producto",1
"513",513,"compre talla uso siempre quedaron super bien quedan mom jeans mido quedan cortos u si recomiendo producto",1
"514",514,"u si recomiendo producto",1
"515",515,"producto calidad facil manejo uso accesorios",1
"516",516,"u si recomiendo producto",1
"517",517,"cuanto relacion precio calidad bueno cumple compro u si recomiendo producto",1
"518",518,"u si recomiendo producto",1
"519",519,"cumplio todas expectativas horneado bizcochos pan pita u si recomiendo producto",1
"520",520,"u si recomiendo producto",1
"521",521,"llega tiempo indicado comoda firme exelente compra",1
"522",522,"u si recomiendo producto",1
"523",523,"cumplio expectativas u si recomiendo producto publicada originalmente sodimaccl",1
"524",524,"u si recomiendo producto",1
"525",525,"u si recomiendo producto",1
